timestamp,total_records,clean_count,bad_count,avg_confidence_leak_detector,avg_confidence_pressure_drop_predictor,avg_confidence_demand_forecaster,avg_response_leak_detector,avg_response_pressure_drop_predictor,avg_response_demand_forecaster,low_confidence_count,active_stations
2026-09-09 22:04:22,749,730,19,0.872712,0.7823428571428571,0.6894510638297872,35.803599999999996,54.58489795918367,80.37106382978723,7,10
2026-09-09 22:04:42,754,737,17,0.8753852813852814,0.7723253012048192,0.7090933852140078,34.99220779220779,55.03654618473896,80.99221789883268,5,10
2026-09-09 22:05:02,755,743,12,0.8738016194331985,0.7730081300813008,0.707384,34.65182186234818,54.39390243902439,79.8932,3,10
2026-09-09 22:05:22,761,739,22,0.8781680000000001,0.7735106382978724,0.6933937007874015,35.3828,55.22723404255319,80.67007874015748,8,10
2026-09-09 22:05:42,762,750,12,0.8154323308270677,0.7859493670886076,0.7006761133603239,34.633834586466165,55.00168776371308,80.6161943319838,5,10
2026-09-09 22:06:02,762,749,13,0.7352263374485597,0.7774892703862661,0.6982490842490843,34.2559670781893,55.21330472103005,80.96373626373625,8,10
2026-09-09 22:06:22,764,752,12,0.6515691699604743,0.7863598326359833,0.6997653846153846,34.90711462450593,55.06694560669456,78.52807692307692,10,10
2026-09-09 22:06:42,762,744,18,0.5638677685950413,0.7888925925925926,0.7046465517241379,35.01487603305785,54.882222222222225,79.8625,52,10
2026-09-09 22:07:02,766,759,7,0.8785696721311476,0.7812177121771218,0.6987950819672131,36.087704918032784,54.62066420664207,108.88729508196721,4,10
2026-09-09 22:07:22,768,752,16,0.8808812260536398,0.7745189873417722,0.6957598425196851,35.53333333333334,56.2620253164557,168.0259842519685,10,10
2026-09-09 22:07:42,765,756,9,0.8807425373134328,0.7810672268907564,0.701264,34.60410447761194,54.156302521008406,223.79760000000002,10,10
2026-09-09 22:08:02,767,751,16,0.8875833333333333,0.7935298804780876,0.6848713235294117,34.795175438596495,54.33625498007968,162.18198529411765,6,10
2026-09-09 22:08:22,765,750,15,0.8722418032786885,0.7867370370370371,0.7086313559322034,35.54754098360656,55.00037037037037,80.37330508474575,4,10
2026-09-09 22:08:42,767,752,15,0.8748825910931174,0.7806412213740458,0.6921522633744857,34.72348178137652,55.45458015267176,79.20864197530865,5,10
2026-09-09 22:09:02,765,755,10,0.8807461538461538,0.7773659574468086,0.7033769230769231,35.00307692307692,54.06851063829787,79.12615384615384,6,10
2026-09-09 22:09:22,765,748,17,0.8821666666666667,0.7816346153846153,0.7001260869565217,34.9937984496124,54.44153846153846,80.83869565217393,4,10
2026-09-09 22:09:42,768,752,16,0.8720197628458498,0.7859212598425197,0.6981102040816327,34.43438735177865,55.37165354330708,81.10122448979591,8,10
2026-09-09 22:10:02,767,752,15,0.8784524886877828,0.7834785714285714,0.6926135458167331,34.510407239819,55.542857142857144,79.4800796812749,7,10
2026-09-09 22:10:22,768,752,16,0.8782745901639345,0.7872779922779923,0.7175381526104417,34.82008196721311,55.09034749034749,79.01726907630521,4,10
2026-09-09 22:10:42,762,744,18,0.8226598360655738,0.7816153846153846,0.7040553359683794,35.937704918032786,53.708906882591094,80.17944664031621,5,10
2026-09-09 22:11:02,768,752,16,0.7286666666666667,0.781891129032258,0.6962616033755274,35.83445692883895,54.913306451612904,77.36835443037974,9,10
